,user,Date Created,Tweet
306,ChibuikeAmaechi,2014-11-25 23:36:42+00:00,... of voting in the forthcoming elections. And the voter's card is their power to vote. The instrument of change 2/3 http://t.co/pRWAtBkCku
307,ChibuikeAmaechi,2014-11-25 23:22:47+00:00,"In the past two days, I have been meeting with university students in R/State, educating them on the importance...1/3 http://t.co/wAnNlPho22"
308,ChibuikeAmaechi,2014-11-01 16:25:52+00:00,"I posted 25 photos on Facebook in the album ""More From My 7th Anniversay as Governor/the APC Mega Rally"" http://t.co/8klvo9lhAA"
309,ChibuikeAmaechi,2014-10-30 12:33:21+00:00,I posted 23 photos on Facebook http://t.co/cXpbnSzWCs
310,ChibuikeAmaechi,2014-10-25 21:23:51+00:00,Thank you! Thank you! Thank you! I am overwhelmed by your show of love &amp; support today. Together we will vote out PDP http://t.co/78fVMVvU3s
311,ChibuikeAmaechi,2014-10-17 14:05:34+00:00,Rivers Guber: PDP lack quality candidates - Amaechi http://t.co/Juzm1evpOj
312,ChibuikeAmaechi,2014-10-14 17:37:51+00:00,Reply to @ChibuikeAmaechi https://t.co/XIVm20YK93
313,ChibuikeAmaechi,2014-10-14 17:26:37+00:00,When Gen. Muhammadu Buhari (rtd) visited me in Port Harcourt today...
314,ChibuikeAmaechi,2014-10-05 15:36:51+00:00,"Vote out PDP, Secure your future, Amaechi tells Rivers people http://t.co/E8y7PZ3IOF"
315,ChibuikeAmaechi,2014-10-03 19:33:19+00:00,"My thoughts on the latest Mbu fiasco with another Amaechi: Again, I have been vindicated. Is anyone still in doubt who Joseph Mbu is?"
316,ChibuikeAmaechi,2014-10-02 08:21:58+00:00,Am now live on Family Love 97.7fm Port Harcourt. http://t.co/DMdrjQ64vP
317,ChibuikeAmaechi,2014-10-01 10:21:09+00:00,Am now on live on Today 95.1fm Port Harcourt with Anni Abdulsalam http://t.co/olhbq3tqhy
318,ChibuikeAmaechi,2014-10-01 09:20:36+00:00,"Next stop,Today 95.1fm Port Harcourt. 10:40am. Tune in. Expecting to hear from you and respond to your questions. #MovingRiversStateForward"
319,ChibuikeAmaechi,2014-10-01 08:01:26+00:00,About to go live on Rhythm 93.7fm Port Harcourt http://t.co/oXXgehosx0
320,ChibuikeAmaechi,2014-10-01 07:42:02+00:00,"We hope, pray and should work that our tomorrow is better than our yesterday and our today. Happy Independence Day"
321,ChibuikeAmaechi,2014-10-01 00:45:00+00:00,"A SPEECH BY HIS EXCELLENCY, RT HON. CHIBUIKE ROTIMI AMAECHI, CON, GOVERNOR OF RIVERS STATE, ON NIGERIA’S 54th... http://t.co/eUWKFz4H35"
322,ChibuikeAmaechi,2014-09-30 14:00:23+00:00,"I will be on Nigeria Info 92.3 Port Harcourt from 3pm discussing Rivers State, Nigeria etc. Tune in"
323,ChibuikeAmaechi,2014-09-28 21:27:29+00:00,"I posted 45 photos on Facebook in the album ""VISUALS FROM MY VISIT TO EMOHUA YESTERDAY"" http://t.co/HZfrG1pDvW"
324,ChibuikeAmaechi,2014-09-26 20:11:44+00:00,"On the ALJAZEERA TV show, Counting The Cost. Broadcast time: Friday11:30pm, Saturday10:30am, Sunday4:30pm, Monday5:30pm, Tuesday6:30pm. 2/2"
325,ChibuikeAmaechi,2014-09-26 20:11:18+00:00,"Tune in to ALJAZEERA TV as I talk Rivers economy, Ebola &amp; President Jonathan's(PDP) mismanagement &amp; squandering of Nigeria's resources 1/2"
326,ChibuikeAmaechi,2014-09-25 07:13:33+00:00,Governor Amaechi Debunks Fake Online Story On Purported Comments About Governors Babangida Aliyu And Sule Lamido... http://t.co/ezwRHYrwUi
327,ChibuikeAmaechi,2014-09-04 11:57:37+00:00,"At my meeting with traditional and religious leaders, we agreed to work together  to kick Ebola out of Rivers State. http://t.co/lXcJ4gqs6J"
328,ChibuikeAmaechi,2014-09-02 22:28:29+00:00,This evening I met with Rui Vaz the Country Rep of WHO &amp; we agreed to work together to rid R/State of the Ebola virus http://t.co/JbOXtFVDD3
329,ChibuikeAmaechi,2014-09-02 05:08:49+00:00,I will be on @Channels_TV Sunrise programme this morning talking about how we are fighting Ebola in R/state amongst other issues. Tune in
330,ChibuikeAmaechi,2014-08-25 15:58:03+00:00,A nurse at our Elekahia health centre tells a very impressed @elrufai about the operations of the centre dis aftanoon http://t.co/FoXybLM0zj
331,ChibuikeAmaechi,2014-08-22 22:41:36+00:00,"This evening I received an illustrious Rivers son, the chief of Army staff, Lt. Gen. Kenneth Minimah in P/Harcourt http://t.co/oXWoYPBO0p"
332,ChibuikeAmaechi,2014-08-10 10:54:10+00:00,"“@agunurichard: @ChibuikeAmaechi Sir hope u hold ur side strong?.I trust u sha.”No shaking.In 2015, we wil teach them a lesson wit our votes"
333,ChibuikeAmaechi,2014-08-10 10:43:46+00:00,"The people of Osun have spoken, loud &amp; clear. Come 2015, PDP will again hear from all of us, loud &amp; clear. Congrats Rauf, Congrats Osun pple"
334,ChibuikeAmaechi,2014-07-17 13:28:58+00:00,"My appreciation to the people of Aluu,Omagwa,Isiokpo,Elele &amp; Apani.Yesterday, I heard you loud &amp; clear. Anu-Meka weey http://t.co/gcBCg87TOg"
335,ChibuikeAmaechi,2014-07-16 12:03:37+00:00,"My meet the people tour continues today as I go to interact &amp; parley with my people in Aluu, Omagwa, Isiokpo, Elele &amp; Apani"
336,ChibuikeAmaechi,2014-07-16 11:42:57+00:00,"Yesterday was great meeting &amp; interacting with my people in Igwuruta,Ipo,Omademe,Ozuaha,Omuanwa,Ubima &amp; Omerelu.#GovAmaechiMeetThePeopleTour"
337,ChibuikeAmaechi,2014-07-15 12:30:39+00:00,"Great reception, Excellent meeting with the people of Igwuruta. Next stop: IPO. #GovAmaechiMeetThePeopleTour"
338,ChibuikeAmaechi,2014-07-15 09:19:07+00:00,"Today, I will be meeting &amp; interacting with the people of Igwuruta,Ipo,Omademe,Ozuaha,Omuanwa,Ubima &amp; Omerelu. #AmaechiMeetThePeopleTour"
339,ChibuikeAmaechi,2014-07-13 20:28:55+00:00,"“@Sen_OLAT: @ChibuikeAmaechi @Orjichekwas amaechi pick one and ignite the fun” Ok, Germany &amp; Argentina!"
340,ChibuikeAmaechi,2014-07-13 20:20:23+00:00,“@Orjichekwas:I am just wondering which of the countries my action Gov @ChibuikeAmaechi is supporting in this WC final?” May d best team win
341,ChibuikeAmaechi,2014-07-13 20:00:58+00:00,"Nobel Laureate, literary icon, voice of the voiceless, defender of the defenceless..KONGI is 80! HBD Prof W. Soyinka http://t.co/Wu1TiEnX8x"
342,ChibuikeAmaechi,2014-07-04 21:47:00+00:00,@masiobi Happy Birthday.
343,ChibuikeAmaechi,2014-07-03 19:27:28+00:00,"Governor Chibuike Amaechi with former Ghana President, John Kufuor and special UN Envoy, Mohammed Ibn Chambas on... http://t.co/mQOkZmnTQ8"
344,ChibuikeAmaechi,2014-07-02 21:49:31+00:00,Doctors’ strike: Rivers partners with Private sector to provide uninterrupted free Medical care http://t.co/0NKnHxXY2i
345,ChibuikeAmaechi,2014-07-02 13:30:41+00:00,Former President of Ghana John Kufuor was delighted to see today our secondary school in Eleme.#QualityFreeEducation http://t.co/Zd0ohbtt0T
346,ChibuikeAmaechi,2014-07-02 12:22:06+00:00,"""What is a Computer?"" I asked a pupil in one of our Primary Schools in R/State where education is absolutely free http://t.co/uz3Khs4s09"
347,ChibuikeAmaechi,2014-07-01 09:50:03+00:00,"For the next two days, we will be discussing Energy &amp; Security in P/Harcourt. http://t.co/xFuUdk1kO4"
348,ChibuikeAmaechi,2014-06-29 17:26:41+00:00,"RAMADAN KAREEM to all my Muslim friends, brothers and sisters. Let's all continue to pray for our country"
349,ChibuikeAmaechi,2014-06-29 12:03:54+00:00,RAMADAN: AMAECHI URGES MUSLIMS TO PRAY FOR NIGERIA http://t.co/1GkfKNTu3S
350,ChibuikeAmaechi,2014-06-26 12:50:00+00:00,I checked out some of the equipments at the Technical School.#BuildingEmployableSkilledManpowerForOurYouths http://t.co/LFMsMRmbZo
351,ChibuikeAmaechi,2014-06-26 12:44:55+00:00,Staff at our new Technical College in P/Harcourt today explained to me the different diploma courses for students http://t.co/QwzHbktMB5
352,ChibuikeAmaechi,2014-06-26 11:45:24+00:00,"Hundreds of workers were employed during the building of the Obi Wali Centre. Today, I spoke with some of the workers http://t.co/5nxsbxmaiA"
353,ChibuikeAmaechi,2014-06-26 11:37:43+00:00,"View from the top. Our new Convention Centre in Port Harcourt, named after Rivers icon, Dr. Obi Wali. http://t.co/KKSUR1NoAr"
354,ChibuikeAmaechi,2014-06-26 10:54:30+00:00,"I just left the new 40, 000 capacity Stadium we are building in P/Harcourt. Its almost ready, 90% ready #YouthDevt. http://t.co/jbzFbwcChC"
355,ChibuikeAmaechi,2014-06-23 23:15:04+00:00,@CaptinoOlawale go ahead
356,ChibuikeAmaechi,2014-06-23 23:08:29+00:00,"“@yomideyi: @ChibuikeAmaechi you need to write a book, about your ordeal and governing under a veiled tyrant” I will"
357,ChibuikeAmaechi,2014-06-23 23:07:51+00:00,"“@TWEETEST_BOI: @ChibuikeAmaechi sir when wil u hold an online Media chat session, that wud be nice” I will do that soon"
358,ChibuikeAmaechi,2014-06-23 23:06:54+00:00,“@obak79: @ChibuikeAmaechi insha Allah u be OK and God protection will all over u and ur family sir” Amen
359,ChibuikeAmaechi,2014-06-23 23:05:00+00:00,@masiobi I won't.
360,ChibuikeAmaechi,2014-06-23 23:05:00+00:00,“@SHAYIDE1: @ChibuikeAmaechi Is APC absent in Delta state?”no.
361,ChibuikeAmaechi,2014-06-23 22:59:58+00:00,@Omodu_Jackwest @igoaguma noted. Thanks
362,ChibuikeAmaechi,2014-06-23 22:58:54+00:00,@olaniyan040 this is one platform. Go can also go to my Facebook page and website
363,ChibuikeAmaechi,2014-06-23 22:57:25+00:00,"“@ugo501: @ChibuikeAmaechi ok sir, encourage me with the first step of fllwing back.” Done"
364,ChibuikeAmaechi,2014-06-23 22:56:16+00:00,@SundayOs that is why we must all collectively resist and fight impunity
365,ChibuikeAmaechi,2014-06-23 22:52:15+00:00,"“@deleradoo: @ChibuikeAmaechi.We love u here in lagos,salute ur courage” I am courageous bcos of your support. Keep supporting me. Thanks"
366,ChibuikeAmaechi,2014-06-23 22:50:23+00:00,“@ABBARASHEED3: @ChibuikeAmaechi sir ready I join” oya no waste time. Go join APC immediately
367,ChibuikeAmaechi,2014-06-23 22:47:24+00:00,“@iamSammwaju: @ChibuikeAmaechi keep up the good work sir!” I will. Just keep supporting
368,ChibuikeAmaechi,2014-06-23 22:46:26+00:00,"“@namadi10: @ChibuikeAmaechi Your Excellency, u've been an inspiration and a leader indeed. May God continue to bless you richly.” Thanks"
369,ChibuikeAmaechi,2014-06-23 22:43:45+00:00,"“@sadiomilano: ""@ChibuikeAmaechi:: @ChibuikeAmaechi the great political gladiator Nigeria has ever had' I rep sir.” I hail you o"
370,ChibuikeAmaechi,2014-06-23 22:43:18+00:00,“@SHAYIDE1: Great progressive governor. Hope you are good. @ChibuikeAmaechi” I am. And you?
371,ChibuikeAmaechi,2014-06-23 22:42:47+00:00,“@ArinomoAdeniyi: @ChibuikeAmaechi sir all i ever wish you is God' s guidance and wisdom” thanks.
372,ChibuikeAmaechi,2014-06-23 22:42:16+00:00,"“@machaivelli1: @ChibuikeAmaechi Distinguished Governor,I admire your courage n gallantry...May the good Lord protect you from them.” Amen"
373,ChibuikeAmaechi,2014-06-23 20:13:30+00:00,"“@mike_wonders: @ChibuikeAmaechi how are u sir? The lord is ur strength, always be on the side of truth as u always do"" you too"
374,ChibuikeAmaechi,2014-06-23 20:11:45+00:00,@officermo75 @nasaley @Uyi33 blushing! Thank you
375,ChibuikeAmaechi,2014-06-23 20:09:13+00:00,“@toyinvergo: @ChibuikeAmaechi sir i hp #gej would toe #fayemi's path of honour if hes' voted out in 2015?” Let's wait and see
376,ChibuikeAmaechi,2014-06-23 20:08:15+00:00,@saints_toni my sentiments too
377,ChibuikeAmaechi,2014-06-23 20:06:43+00:00,"“@TWEETEST_BOI: @ChibuikeAmaechi Good day sir, Are u going to watch the match?” As in going to Brazil?"
378,ChibuikeAmaechi,2014-06-23 20:05:58+00:00,@Uyi33 it's very tight for me but I try to watch as much as I can. I saw the two Nigerian games. Saw a few minutes of some other games too
379,ChibuikeAmaechi,2014-06-23 20:01:38+00:00,“@RalliyyahA: @ChibuikeAmaechi evening sir!” Good evening my dear. Hope you are good?
380,ChibuikeAmaechi,2014-06-23 19:58:48+00:00,"“@ArinomoAdeniyi: @ChibuikeAmaechi sir is this truly your Twitter handle or a parody” AUTHENTIC AMAECHI. Govs are humans, they tweet like u"
381,ChibuikeAmaechi,2014-06-23 19:56:08+00:00,"“@obak79: @ChibuikeAmaechi the treating to ur life is too much sir” I guess u mean 'threat'. Wit ur support n God's protection, we'll be ok"
382,ChibuikeAmaechi,2014-06-23 19:53:50+00:00,@tonyosazuwa1 I agree with you. We are working
383,ChibuikeAmaechi,2014-06-23 19:53:10+00:00,“@sowari010: @ChibuikeAmaechi Evening your excellency. God  be with you.” And with you too
384,ChibuikeAmaechi,2014-06-23 19:52:06+00:00,“@Mr_Austeen87: @ChibuikeAmaechi pls ff bc sir” I just did
385,ChibuikeAmaechi,2014-06-23 19:51:24+00:00,"@sheydona am I a radical Governor? All the same, I hail you too"
386,ChibuikeAmaechi,2014-06-23 19:48:38+00:00,“@adedalla007: @ChibuikeAmaechi God will Continue to protect you Sir.Keep the Good work God will surely see you through.” Amen. Thanks
387,ChibuikeAmaechi,2014-06-23 19:48:04+00:00,“@OYAGIRI13: @ChibuikeAmaechi @nasaley @Uyi33@ChibuikeAmaechi Ahoada East are strongly behind u.” Thank you. Continue to support me
388,ChibuikeAmaechi,2014-06-23 19:45:53+00:00,"@gistwitzee @ABBARASHEED3 Typo. I meant to tweet, hope u are a progressive? Nothing to ""hehe"" about"
389,ChibuikeAmaechi,2014-06-23 19:42:46+00:00,“@temitopeowopp: @ChibuikeAmaechi Good evening Gov. As a Nigerian youth I'm proud of you and ur stand as an outlier. God shine on #Nig” Amen
390,ChibuikeAmaechi,2014-06-23 19:42:22+00:00,"“@ugo501: @ChibuikeAmaechi @ABBARASHEED3 Am not sir, but i admire ur political sagacity” pls join the progressive movement"
391,ChibuikeAmaechi,2014-06-23 19:36:19+00:00,“@Mr_Austeen87: @ChibuikeAmaechi my mentoR!! Sir I hope to meet you somedaY” me too
392,ChibuikeAmaechi,2014-06-23 19:35:06+00:00,“@ABBARASHEED3: @ChibuikeAmaechi I great u sir” I salute you Sir. How are you
393,ChibuikeAmaechi,2014-06-23 19:34:20+00:00,"@Mr_Austeen87 just keep on supporting what our administration is doing in Rivers State and support my party, APC"
394,ChibuikeAmaechi,2014-06-23 19:32:04+00:00,"“@PRINCEADEDIMEJI: @ChibuikeAmaechi @Uyi33 Good evening the people's governor.” I greet you, my brother"
395,ChibuikeAmaechi,2014-06-23 19:31:26+00:00,“@GenevieveAsouzu: @ChibuikeAmaechi @Uyi33 Go and Fix ur seaport. Stop chasing shadow” which seaport?
396,ChibuikeAmaechi,2014-06-23 19:30:28+00:00,“@Olawaleibb: @ChibuikeAmaechi Action Governor pls follow back.” I just did
397,ChibuikeAmaechi,2014-06-23 19:29:38+00:00,"“@Uyi33: @ChibuikeAmaechi. And U sir, hope your day was great?” It's been hectic. But it's always a pleasure to serve &amp; work for the people"
398,ChibuikeAmaechi,2014-06-23 19:26:13+00:00,“@ABBARASHEED3: @ChibuikeAmaechi. Progressive I great u sir” I salute u. Hope u are are progressive?
399,ChibuikeAmaechi,2014-06-23 19:24:28+00:00,"“@nasaley: @ChibuikeAmaechi @Uyi33 my Governor, you are the best. Will support you to the end . God bless u” Bless u too. U are my strength"
400,ChibuikeAmaechi,2014-06-23 19:22:06+00:00,@Uyi33 so sorry. Hope you feel better now?
401,ChibuikeAmaechi,2014-06-23 19:12:42+00:00,“@Uyi33: @ChibuikeAmaechi. Hello My Governor” How are you? Hope you had a great day?
402,ChibuikeAmaechi,2014-06-22 21:04:14+00:00,My thoughts and prayers are with his family and the NUJ. Adieu Ndagene!
403,ChibuikeAmaechi,2014-06-22 20:59:28+00:00,"Shocked by the sad news of the demise of Ndagene Akwu, a true Rivers son who was a former President of the Nigerian Union of Journalists..."
404,ChibuikeAmaechi,2014-06-21 12:12:54+00:00,"Met wit Prof Wole Soyinka @ Freedom Park, TBS. We talked about the sad state of the nation, my Ondo/Akure experience http://t.co/fAlE0chvel"
405,ChibuikeAmaechi,2014-06-20 10:55:31+00:00,"I just arrived the APC press conference. With national chairman Oyegun, Sen. Saraki, Izunaso, Lai Mohammed n Martins http://t.co/TYlw2CJ6xe"
406,ChibuikeAmaechi,2014-06-19 15:27:20+00:00,"While I was stopped frm Ekiti, this convoy, which I learnt had two serving ministers was given a free pass into Ekiti http://t.co/8nX1tsJWfn"
407,ChibuikeAmaechi,2014-06-19 15:19:19+00:00,"Again, the plane that brought me to Akure has been grounded at the Akure airiport! I can't go to Ekiti &amp; can't leave Akure! There is God ooo"
408,ChibuikeAmaechi,2014-06-19 14:32:04+00:00,The Army blockade that stopped me from enterin Ekiti this afternoon. This was at a boundary village b/w Ondo &amp; Ekiti http://t.co/qIF5wz4okx
409,ChibuikeAmaechi,2014-06-15 11:39:08+00:00,"That cooked, fake report is another shameless, useless and futile attempt by them to stop the APC. #APC=Change=BetterNigeria"
410,ChibuikeAmaechi,2014-06-15 11:28:36+00:00,"very strong message to them that we(APC) are indeed stronger, in a better position and ready to provide that CHANGE Nigerians really want..."
411,ChibuikeAmaechi,2014-06-15 11:17:31+00:00,It's a political smear campaign to divide &amp; destroy the APC after our very successful convention. The success of the convention sent a ...
412,ChibuikeAmaechi,2014-06-15 11:11:49+00:00,"Yes, it's not true. That rubbish about me, Tinubu &amp; Buhari &amp; some stupid talk about betrayal! It's 419 news by those who are afraid of APC.."
413,ChibuikeAmaechi,2014-06-13 13:55:17+00:00,"Ahead of the APC convention, just finished meetin with my Sokoto State colleague and chairman of the cont @Govwamakko http://t.co/VzqV15MjJf"
414,ChibuikeAmaechi,2014-05-27 14:56:05+00:00,Enjoyed reading to pupils of New Church State School in rural Degema. Interesting interaction with the pupils. http://t.co/V27Yx5cEja
415,ChibuikeAmaechi,2014-05-27 12:29:09+00:00,"Going now to read to pupils of New Church State School in rural Degema. Hopefully, it would be shown live on AIT in another 30mins#education"
416,ChibuikeAmaechi,2014-05-21 12:42:08+00:00,At Ado-Ekiti with many APC Govs and leaders supporting @kfayemi @reelectFayemi for 2nd term. Very impressive crowd
417,ChibuikeAmaechi,2014-05-20 23:29:07+00:00,“@Merbabe71: @ChibuikeAmaechi I am almost certain this is someone else tweeting on the Governors behalf....” No.Govs are humans.They tweet!
418,ChibuikeAmaechi,2014-05-20 23:17:30+00:00,@SWIT_ALEX_SLICE pls do come back
419,ChibuikeAmaechi,2014-05-20 23:06:57+00:00,“@Deepract: @ChibuikeAmaechi @IcekiddyA is this realyl the Governor?” Yes.
420,ChibuikeAmaechi,2014-05-20 23:05:05+00:00,“@Hy_cent: @ChibuikeAmaechi a happy birthday from U will make my day.” HAPPY BIRTHDAY! Wish you the very best.
421,ChibuikeAmaechi,2014-05-20 22:59:19+00:00,“@IcekiddyA: @chibuikeamaechi u get that kind time to dey tweet ?” Yes. Sometimes I do. Hope you know I am human like you
422,ChibuikeAmaechi,2014-05-20 22:54:55+00:00,@Michael_SamWobo I agree
423,ChibuikeAmaechi,2014-05-20 22:46:44+00:00,"“@labredor: H.E Sir, GOD is with you. Our prayers are with you. @ChibuikeAmaechi” Thanks. Pls also always pray for Nigeria"
424,ChibuikeAmaechi,2014-05-20 22:43:06+00:00,@sheydona Thanks but I think we all have it. You just have to find where it is in you and tap into it.
425,ChibuikeAmaechi,2014-05-20 22:40:15+00:00,"“@DrAfejigbaWahab: @ChibuikeAmaechi @sheydona Yes, we will, as justice to one, is justice to all.” That's the spirit"
426,ChibuikeAmaechi,2014-05-20 22:29:21+00:00,"“@sheydona: @ChibuikeAmaechi God bless you,God bless Nigeria.! I like your bolt stand against injustice..!”Every1 shld stand agnst injustice"
427,ChibuikeAmaechi,2014-05-20 22:09:50+00:00,“@AbubakarHassan2: @ChibuikeAmaechi Happy to be in PH for some official assignment. Happy to be in Governor Amaechi's state!” U are welcome
428,ChibuikeAmaechi,2014-05-20 22:07:25+00:00,“@AbdulAbubakar19: @chibuikeamaechi @yunusxonline Rightful thought governor. Bless you......” Bless you and bless Nigeria
429,ChibuikeAmaechi,2014-05-20 22:04:41+00:00,@Larjeremi yes
430,ChibuikeAmaechi,2014-05-20 22:03:40+00:00,@MuideenTaleat I hope so too
431,ChibuikeAmaechi,2014-05-20 20:44:56+00:00,“@aliusman2016: @ChibuikeAmaechi your excelency thats correct the country indeed needs prayers. May God save and bless Nigeria” Amen!
432,ChibuikeAmaechi,2014-05-20 19:37:12+00:00,“@NWAOKELEME: @ChibuikeAmaechi bros i hail you sha. strong man” Thanks. We all have to be strong for our country
433,ChibuikeAmaechi,2014-05-20 19:32:25+00:00,These are frightening times. We must continue to pray for Nigeria #JosTwinBombBlast. My thots n prayers are with d victims n their families
434,ChibuikeAmaechi,2014-05-16 16:41:28+00:00,Nyesom Wike swore with his children never to betray me – Amaechi http://t.co/kHOi94C7Ah
435,ChibuikeAmaechi,2014-05-10 16:08:34+00:00,We need more funds to complete ongoing projects – Amaechi http://t.co/pPvXKWXMZw
436,ChibuikeAmaechi,2014-05-08 15:04:26+00:00,Creation of jobs will assist in the fight against insurgency - Amaechi http://t.co/hMczAshFUw
437,ChibuikeAmaechi,2014-05-05 15:32:15+00:00,#BringBackOurGirls
438,ChibuikeAmaechi,2014-04-29 17:19:04+00:00,Amaechi condoles with Vice President Sambo over brother’s death http://t.co/Gq832bGVTD
439,ChibuikeAmaechi,2014-04-29 17:02:37+00:00,Equal opportunities will address conflicts in Nigeria – Amaechi http://t.co/aKYSBTljRG
440,ChibuikeAmaechi,2014-04-29 16:53:47+00:00,"Soku Oil wells: Kalabari Chiefs slam FG, Vow to support Amaechi recover the territory http://t.co/ehkx2rDOXQ"
441,ChibuikeAmaechi,2014-04-29 16:38:18+00:00,"With US Amb. to Nigeria, James Entwistle and Amb. Rick Barton (US Bureau for Conflict, Stabilization and operation). http://t.co/ELWOsoFQAC"
442,ChibuikeAmaechi,2014-04-20 12:30:37+00:00,HAPPY EASTER
443,ChibuikeAmaechi,2014-04-20 12:29:16+00:00,"As we celebrate the resurrection of Jesus Christ, I also enjoin Christians to pray for the safe release of the abducted Borno school girls."
444,ChibuikeAmaechi,2014-04-20 12:23:36+00:00,"As Christians, we should attempt to emulate Christ, love one another irrespective of religion, tribe or ideology, and also love our country"
445,ChibuikeAmaechi,2014-04-20 12:16:04+00:00,"As we celebrate the resurrection of Christ, this should be a day of sober reflection, forgiveness, how we can build a better unified nation"
446,ChibuikeAmaechi,2014-04-18 00:30:34+00:00,"@Eenny1 Yes, they will"
447,ChibuikeAmaechi,2014-04-14 11:45:49+00:00,"Not again! Another bomb blast, another bloody day in Abuja. Horrifying! My thoughts &amp; prayers are with the victims &amp; their families."
448,ChibuikeAmaechi,2014-04-08 08:51:45+00:00,APC will flush out PDP in 2015 -Sylva http://t.co/uuBQfwOvtA
449,ChibuikeAmaechi,2014-04-07 22:39:09+00:00,"Bayelsa Governor shuns Jonathan, supports Amaechi http://t.co/R0VT8K4SPa"
450,ChibuikeAmaechi,2014-04-02 18:48:36+00:00,Rivers Rejects NJC suspension of Justice Agumagu http://t.co/TkZC8NZogb
451,ChibuikeAmaechi,2014-03-29 22:51:45+00:00,"RSUST Convocation 2014: VC, Prof. Fakae, Pro-Chancellor, Justice Karibi-Whyte(rtd) and I as Visitor to the University http://t.co/I5McbZQjkF"
452,ChibuikeAmaechi,2014-03-29 21:49:57+00:00,Amaechi promises completion of electrification in Etche rural communities http://t.co/bFrKYMDCGI
453,ChibuikeAmaechi,2014-03-20 10:38:15+00:00,@LEGACYfied dew
454,ChibuikeAmaechi,2014-03-12 21:08:21+00:00,"Jack Straw, John Bruton commend Amaechi’s Model Schools, Health Care http://t.co/gMGJdHKVzn"
455,ChibuikeAmaechi,2014-03-12 17:44:21+00:00,"Ex British Foreign Sec., Jack Straw on Rivers schools, ""...the model schools built by Amaechi are equivalent to the model schools in the UK"""
456,ChibuikeAmaechi,2014-03-12 17:28:54+00:00,"Former British Foreign Minister, Jack Straw commissioning one of our Model Primary Schools at Elele, Ikwerre LGA. http://t.co/rUNjwcG31c"
457,ChibuikeAmaechi,2014-03-05 19:50:48+00:00,Amaechi to Reps: Protect our democracy from further disasters http://t.co/zTCLJXxjE4
458,ChibuikeAmaechi,2014-03-04 20:23:47+00:00,I'm bound to deliver - Amaechi http://t.co/0ivMYKKJW7
459,ChibuikeAmaechi,2014-03-03 21:45:07+00:00,"As Nigeria Turns 100, The State of Our Nation by Gov Amaechi http://t.co/CwQUWDKvvC"
460,ChibuikeAmaechi,2014-03-03 21:12:00+00:00,Amaechi disburse 1billion naira to Ogoni-Andoni-Opobo Unity Road project http://t.co/esYOQrw1ok
461,ChibuikeAmaechi,2014-03-03 20:45:27+00:00,Another N1bn released for the construction of  Ogoni-Andoni -Opobo Unity road. Excited as we count down to the completion of this key road.
462,ChibuikeAmaechi,2014-03-03 20:40:12+00:00,Inspecting ongoing construction work on the Ogoni/Andoni/Opobo Unity Road. http://t.co/sJL0zrp3uO
463,ChibuikeAmaechi,2014-02-25 18:45:22+00:00,"@MarkJSimmonds I also talked about practical ways to tackle oil theft, corruption... FG have to show seriousness and the political will"
464,ChibuikeAmaechi,2014-02-25 16:32:56+00:00,"I and British Min. for Africa, Mark Simmonds MP and Dep. High Commissioner to Nigeria, Peter Carter in Port Harcourt. http://t.co/WYrObxDSEb"
465,ChibuikeAmaechi,2014-02-15 11:40:28+00:00,@xceebaba soon
466,ChibuikeAmaechi,2014-02-15 11:36:33+00:00,"“@Personality411: @ChibuikeAmaechi good day sir,I am one of ur loyal fan,bcos of u I join APC""Good. Also talk to friends, family etc to join"
467,ChibuikeAmaechi,2014-02-15 11:29:47+00:00,"“@xceebaba: @ChibuikeAmaechi:  Sir, I greet U” I greet you too. Have you registered in APC?"
468,ChibuikeAmaechi,2014-02-15 10:58:33+00:00,"“@black_engineers: @ChibuikeAmaechi -Yea Sir we appreciate your explanations, but what's the president doing to stop the Oil theft?” Ask him"
469,ChibuikeAmaechi,2014-02-14 19:00:27+00:00,...We will continue to save when the revenue improves.
470,ChibuikeAmaechi,2014-02-14 19:00:01+00:00,The federal government claims that oil theft has affected our revenue and the allocation is dwindling seriously...
471,ChibuikeAmaechi,2014-02-14 18:59:02+00:00,"I didn’t know that the need to utilize the money will crop up in our regime and at this point, it is an emergency..."
472,ChibuikeAmaechi,2014-02-14 18:58:24+00:00,I sought for amendment of the Rivers State Reserve Fund because of the need to fund our projects and run government...
473,ChibuikeAmaechi,2014-02-14 18:57:16+00:00,"Signing of  the Rivers State Reserve Fund (Amendment) Law No.1, 2014. http://t.co/dICbJ5D4TL"
474,ChibuikeAmaechi,2014-02-14 18:50:02+00:00,Amaechi signs Rivers State Reserve Fund Amendment Bill into Law http://t.co/OPUz2Znif9
475,ChibuikeAmaechi,2014-02-14 12:25:44+00:00,@LA23409 Yes. They know APC is different. That they must transform to become progressives. They realize that change is here
476,ChibuikeAmaechi,2014-02-14 12:06:09+00:00,"@ologogoro I worry for Nigeria whenever I see comments like yours. It's not about me. It's about our people, country and collective future"
477,ChibuikeAmaechi,2014-02-14 11:42:24+00:00,@okwuaku @NgoziAmalu am sure you meant to say according to the dictates of the law and constitution.
478,ChibuikeAmaechi,2014-02-14 11:21:04+00:00,@DarKnight_II Wrong! The rights of Rivers people were violated. And don't forget that I took an oath to serve and protect Rivers people.
